"TIME","GEO","INDIC_ED","Value","Flag and Footnotes"
"2010","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.3",""
"2010","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","10.5",""
"2010","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.7",""
"2010","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","29.1",""
"2010","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.1",""
"2010","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,098.9",""
"2010","Norway","Pupils at ISCED level 0 - as % of all pupils and students","13.6",""
"2010","Norway","Pupils at ISCED level 0 (1 000)","173.6",""
"2010","Norway","Pupils at ISCED level 1 - as % of all pupils and students","33.3",""
"2010","Norway","Pupils at ISCED level 1 (1 000)","424.1",""
"2010","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,375.2",""
"2010","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2010","Switzerland","Pupils at ISCED level 0 (1 000)","147.2",""
"2010","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","32.4",""
"2010","Switzerland","Pupils at ISCED level 1 (1 000)","492.5",""
"2010","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","370.4",""
"2010","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","4.5",""
"2010","North Macedonia","Pupils at ISCED level 0 (1 000)","17.4",""
"2010","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","28.6",""
"2010","North Macedonia","Pupils at ISCED level 1 (1 000)","110.9",""
"2010","Albania","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2010","Albania","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2010","Albania","Pupils at ISCED level 0 (1 000)",":",""
"2010","Albania","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2010","Albania","Pupils at ISCED level 1 (1 000)",":",""
"2010","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","18,686.1",""
"2010","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","5.0",""
"2010","Turkey","Pupils at ISCED level 0 (1 000)","980.7",""
"2010","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","55.5",""
"2010","Turkey","Pupils at ISCED level 1 (1 000)","10,916.6",""
"2011","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,462.3",""
"2011","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","15.3",""
"2011","Belgium","Pupils at ISCED level 0 (1 000)","445.0",""
"2011","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.3",""
"2011","Belgium","Pupils at ISCED level 1 (1 000)","736.1",""
"2011","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)","1,035.0",""
"2011","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students","15.2",""
"2011","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)","185.6",""
"2011","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students","26.7",""
"2011","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)","325.9",""
"2011","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)","1,427.3",""
"2011","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students","15.4",""
"2011","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)","259.4",""
"2011","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students","24.3",""
"2011","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)","410.2",""
"2011","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,084.5",""
"2011","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","17.1",""
"2011","Bulgaria","Pupils at ISCED level 0 (1 000)","223.2",""
"2011","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","19.5",""
"2011","Bulgaria","Pupils at ISCED level 1 (1 000)","255.1",""
"2011","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,822.3",""
"2011","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","15.4",""
"2011","Czechia","Pupils at ISCED level 0 (1 000)","331.8",""
"2011","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","21.7",""
"2011","Czechia","Pupils at ISCED level 1 (1 000)","468.3",""
"2011","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,279.6","d"
"2011","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","13.2","d"
"2011","Denmark","Pupils at ISCED level 0 (1 000)","193.9","d"
"2011","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","32.0","d"
"2011","Denmark","Pupils at ISCED level 1 (1 000)","470.8","d"
"2011","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","13,939.2",""
"2011","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","14.5",""
"2011","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,362.4",""
"2011","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","18.3",""
"2011","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","2,989.7",""
"2011","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","243.1",""
"2011","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","17.0",""
"2011","Estonia","Pupils at ISCED level 0 (1 000)","49.9",""
"2011","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","24.9",""
"2011","Estonia","Pupils at ISCED level 1 (1 000)","73.1",""
"2011","Ireland","Pupils and students (ISCED levels 1-6) (1 000)","1,112.3",""
"2011","Ireland","Pupils at ISCED level 0 - as % of all pupils and students","5.9","d"
"2011","Ireland","Pupils at ISCED level 0 (1 000)","69.4","d"
"2011","Ireland","Pupils at ISCED level 1 - as % of all pupils and students","43.3",""
"2011","Ireland","Pupils at ISCED level 1 (1 000)","511.5",""
"2011","Greece","Pupils and students (ISCED levels 1-6) (1 000)","2,011.6",""
"2011","Greece","Pupils at ISCED level 0 - as % of all pupils and students","7.7",""
"2011","Greece","Pupils at ISCED level 0 (1 000)","166.7",""
"2011","Greece","Pupils at ISCED level 1 - as % of all pupils and students","29.2",""
"2011","Greece","Pupils at ISCED level 1 (1 000)","637.0",""
"2011","Spain","Pupils and students (ISCED levels 1-6) (1 000)","8,068.3",""
"2011","Spain","Pupils at ISCED level 0 - as % of all pupils and students","18.9",""
"2011","Spain","Pupils at ISCED level 0 (1 000)","1,875.3",""
"2011","Spain","Pupils at ISCED level 1 - as % of all pupils and students","28.9",""
"2011","Spain","Pupils at ISCED level 1 (1 000)","2,869.8",""
"2011","France","Pupils and students (ISCED levels 1-6) (1 000)","12,366.2",""
"2011","France","Pupils at ISCED level 0 - as % of all pupils and students","17.1",""
"2011","France","Pupils at ISCED level 0 (1 000)","2,559.5",""
"2011","France","Pupils at ISCED level 1 - as % of all pupils and students","28.0",""
"2011","France","Pupils at ISCED level 1 (1 000)","4,171.8",""
"2011","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","703.6",""
"2011","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","12.6",""
"2011","Croatia","Pupils at ISCED level 0 (1 000)","101.6",""
"2011","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","20.1",""
"2011","Croatia","Pupils at ISCED level 1 (1 000)","162.2",""
"2011","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,519.9",""
"2011","Italy","Pupils at ISCED level 0 - as % of all pupils and students","15.1",""
"2011","Italy","Pupils at ISCED level 0 (1 000)","1,687.8",""
"2011","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.5",""
"2011","Italy","Pupils at ISCED level 1 (1 000)","2,863.1",""
"2011","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","150.3",""
"2011","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","12.5",""
"2011","Cyprus","Pupils at ISCED level 0 (1 000)","21.5",""
"2011","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","31.7",""
"2011","Cyprus","Pupils at ISCED level 1 (1 000)","54.4",""
"2011","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","368.7",""
"2011","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","16.8",""
"2011","Latvia","Pupils at ISCED level 0 (1 000)","74.6",""
"2011","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","25.7",""
"2011","Latvia","Pupils at ISCED level 1 (1 000)","113.7",""
"2011","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","652.4",""
"2011","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","11.8",""
"2011","Lithuania","Pupils at ISCED level 0 (1 000)","87.4",""
"2011","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","15.6",""
"2011","Lithuania","Pupils at ISCED level 1 (1 000)","115.6",""
"2011","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","86.2",""
"2011","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","15.3",""
"2011","Luxembourg","Pupils at ISCED level 0 (1 000)","15.5",""
"2011","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","34.5",""
"2011","Luxembourg","Pupils at ISCED level 1 (1 000)","35.1",""
"2011","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,782.7",""
"2011","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","15.9",""
"2011","Hungary","Pupils at ISCED level 0 (1 000)","338.2",""
"2011","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","18.3",""
"2011","Hungary","Pupils at ISCED level 1 (1 000)","387.3",""
"2011","Malta","Pupils and students (ISCED levels 1-6) (1 000)","70.6",""
"2011","Malta","Pupils at ISCED level 0 - as % of all pupils and students","11.0",""
"2011","Malta","Pupils at ISCED level 0 (1 000)","8.8",""
"2011","Malta","Pupils at ISCED level 1 - as % of all pupils and students","30.4",""
"2011","Malta","Pupils at ISCED level 1 (1 000)","24.1",""
"2011","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,682.1","d"
"2011","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","12.6","d"
"2011","Netherlands","Pupils at ISCED level 0 (1 000)","529.8","d"
"2011","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","30.7","d"
"2011","Netherlands","Pupils at ISCED level 1 (1 000)","1,291.7","d"
"2011","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,481.8",""
"2011","Austria","Pupils at ISCED level 0 - as % of all pupils and students","13.9",""
"2011","Austria","Pupils at ISCED level 0 (1 000)","239.6",""
"2011","Austria","Pupils at ISCED level 1 - as % of all pupils and students","19.0",""
"2011","Austria","Pupils at ISCED level 1 (1 000)","326.4",""
"2011","Poland","Pupils and students (ISCED levels 1-6) (1 000)","7,570.1",""
"2011","Poland","Pupils at ISCED level 0 - as % of all pupils and students","12.3",""
"2011","Poland","Pupils at ISCED level 0 (1 000)","1,059.3",""
"2011","Poland","Pupils at ISCED level 1 - as % of all pupils and students","25.4",""
"2011","Poland","Pupils at ISCED level 1 (1 000)","2,191.9",""
"2011","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","2,053.3",""
"2011","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","11.9",""
"2011","Portugal","Pupils at ISCED level 0 (1 000)","276.1",""
"2011","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","31.9",""
"2011","Portugal","Pupils at ISCED level 1 (1 000)","742.9",""
"2011","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,554.3",""
"2011","Romania","Pupils at ISCED level 0 - as % of all pupils and students","15.9",""
"2011","Romania","Pupils at ISCED level 0 (1 000)","673.7",""
"2011","Romania","Pupils at ISCED level 1 - as % of all pupils and students","19.6",""
"2011","Romania","Pupils at ISCED level 1 (1 000)","828.9",""
"2011","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","367.3",""
"2011","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","12.4",""
"2011","Slovenia","Pupils at ISCED level 0 (1 000)","52.2",""
"2011","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","25.5",""
"2011","Slovenia","Pupils at ISCED level 1 (1 000)","107.1",""
"2011","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","980.5",""
"2011","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","12.8",""
"2011","Slovakia","Pupils at ISCED level 0 (1 000)","143.8",""
"2011","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","18.6",""
"2011","Slovakia","Pupils at ISCED level 1 (1 000)","209.2",""
"2011","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,235.5",""
"2011","Finland","Pupils at ISCED level 0 - as % of all pupils and students","11.5",""
"2011","Finland","Pupils at ISCED level 0 (1 000)","161.1",""
"2011","Finland","Pupils at ISCED level 1 - as % of all pupils and students","24.7",""
"2011","Finland","Pupils at ISCED level 1 (1 000)","345.6",""
"2011","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,060.5",""
"2011","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","16.6",""
"2011","Sweden","Pupils at ISCED level 0 (1 000)","409.0",""
"2011","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","27.7",""
"2011","Sweden","Pupils at ISCED level 1 (1 000)","683.0",""
"2011","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","12,992.5",""
"2011","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","8.8",""
"2011","United Kingdom","Pupils at ISCED level 0 (1 000)","1,248.3",""
"2011","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","31.0",""
"2011","United Kingdom","Pupils at ISCED level 1 (1 000)","4,419.8",""
"2011","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","87.5",""
"2011","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","12.8",""
"2011","Iceland","Pupils at ISCED level 0 (1 000)","12.8",""
"2011","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","29.3",""
"2011","Iceland","Pupils at ISCED level 1 (1 000)","29.4",""
"2011","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.5",""
"2011","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","10.0",""
"2011","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.7",""
"2011","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","27.7",""
"2011","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.0",""
"2011","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,106.3",""
"2011","Norway","Pupils at ISCED level 0 - as % of all pupils and students","13.7",""
"2011","Norway","Pupils at ISCED level 0 (1 000)","175.8",""
"2011","Norway","Pupils at ISCED level 1 - as % of all pupils and students","33.0",""
"2011","Norway","Pupils at ISCED level 1 (1 000)","423.3",""
"2011","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,380.0",""
"2011","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2011","Switzerland","Pupils at ISCED level 0 (1 000)","148.6",""
"2011","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","31.9",""
"2011","Switzerland","Pupils at ISCED level 1 (1 000)","487.4",""
"2011","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","368.9",""
"2011","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","4.6",""
"2011","North Macedonia","Pupils at ISCED level 0 (1 000)","17.9",""
"2011","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","34.2","d"
"2011","North Macedonia","Pupils at ISCED level 1 (1 000)","132.3","d"
"2011","Albania","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2011","Albania","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2011","Albania","Pupils at ISCED level 0 (1 000)",":",""
"2011","Albania","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2011","Albania","Pupils at ISCED level 1 (1 000)",":",""
"2011","Turkey","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2011","Turkey","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2011","Turkey","Pupils at ISCED level 0 (1 000)",":",""
"2011","Turkey","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2011","Turkey","Pupils at ISCED level 1 (1 000)",":",""
"2012","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,484.4",""
"2012","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","15.4",""
"2012","Belgium","Pupils at ISCED level 0 (1 000)","452.3",""
"2012","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.3",""
"2012","Belgium","Pupils at ISCED level 1 (1 000)","744.3",""
"2012","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2012","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2012","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)",":",""
"2012","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2012","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)",":",""
"2012","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2012","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2012","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)",":",""
"2012","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2012","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)",":",""
"2012","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,066.0",""
"2012","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","17.6",""
"2012","Bulgaria","Pupils at ISCED level 0 (1 000)","228.0",""
"2012","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","19.5",""
"2012","Bulgaria","Pupils at ISCED level 1 (1 000)","252.4",""
"2012","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,794.4",""
"2012","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","16.2",""
"2012","Czechia","Pupils at ISCED level 0 (1 000)","345.9",""
"2012","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","22.3",""
"2012","Czechia","Pupils at ISCED level 1 (1 000)","477.4",""
"2012","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,301.2",""
"2012","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","13.2",""
"2012","Denmark","Pupils at ISCED level 0 (1 000)","198.4",""
"2012","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","31.4",""
"2012","Denmark","Pupils at ISCED level 1 (1 000)","470.7",""
"2012","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","13,916.1",""
"2012","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","14.5",""
"2012","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,355.6",""
"2012","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","18.0",""
"2012","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","2,936.8",""
"2012","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","237.6",""
"2012","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","18.0",""
"2012","Estonia","Pupils at ISCED level 0 (1 000)","52.3",""
"2012","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","25.6",""
"2012","Estonia","Pupils at ISCED level 1 (1 000)","74.2",""
"2012","Ireland","Pupils and students (ISCED levels 1-6) (1 000)","1,114.1",""
"2012","Ireland","Pupils at ISCED level 0 - as % of all pupils and students","6.1",""
"2012","Ireland","Pupils at ISCED level 0 (1 000)","72.3",""
"2012","Ireland","Pupils at ISCED level 1 - as % of all pupils and students","43.7",""
"2012","Ireland","Pupils at ISCED level 1 (1 000)","518.2",""
"2012","Greece","Pupils and students (ISCED levels 1-6) (1 000)","2,013.2",""
"2012","Greece","Pupils at ISCED level 0 - as % of all pupils and students","7.6",""
"2012","Greece","Pupils at ISCED level 0 (1 000)","166.4",""
"2012","Greece","Pupils at ISCED level 1 - as % of all pupils and students","29.2",""
"2012","Greece","Pupils at ISCED level 1 (1 000)","636.7",""
"2012","Spain","Pupils and students (ISCED levels 1-6) (1 000)","8,172.1",""
"2012","Spain","Pupils at ISCED level 0 - as % of all pupils and students","19.0",""
"2012","Spain","Pupils at ISCED level 0 (1 000)","1,919.9",""
"2012","Spain","Pupils at ISCED level 1 - as % of all pupils and students","28.8",""
"2012","Spain","Pupils at ISCED level 1 (1 000)","2,910.1",""
"2012","France","Pupils and students (ISCED levels 1-6) (1 000)","12,418.6",""
"2012","France","Pupils at ISCED level 0 - as % of all pupils and students","17.1",""
"2012","France","Pupils at ISCED level 0 (1 000)","2,564.5",""
"2012","France","Pupils at ISCED level 1 - as % of all pupils and students","27.7",""
"2012","France","Pupils at ISCED level 1 (1 000)","4,155.6",""
"2012","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","702.0",""
"2012","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","12.8",""
"2012","Croatia","Pupils at ISCED level 0 (1 000)","102.9",""
"2012","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","19.9",""
"2012","Croatia","Pupils at ISCED level 1 (1 000)","159.9",""
"2012","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,407.6",""
"2012","Italy","Pupils at ISCED level 0 - as % of all pupils and students","15.3",""
"2012","Italy","Pupils at ISCED level 0 (1 000)","1,694.9",""
"2012","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.7",""
"2012","Italy","Pupils at ISCED level 1 (1 000)","2,854.3",""
"2012","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","148.8",""
"2012","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","12.9",""
"2012","Cyprus","Pupils at ISCED level 0 (1 000)","22.1",""
"2012","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","31.8",""
"2012","Cyprus","Pupils at ISCED level 1 (1 000)","54.3",""
"2012","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","350.1",""
"2012","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","18.3",""
"2012","Latvia","Pupils at ISCED level 0 (1 000)","78.2",""
"2012","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","26.5",""
"2012","Latvia","Pupils at ISCED level 1 (1 000)","113.5",""
"2012","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","614.5",""
"2012","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","12.7",""
"2012","Lithuania","Pupils at ISCED level 0 (1 000)","89.2",""
"2012","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","15.8",""
"2012","Lithuania","Pupils at ISCED level 1 (1 000)","111.4",""
"2012","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","87.9",""
"2012","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","15.5",""
"2012","Luxembourg","Pupils at ISCED level 0 (1 000)","16.2",""
"2012","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","34.0",""
"2012","Luxembourg","Pupils at ISCED level 1 (1 000)","35.4",""
"2012","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,761.7",""
"2012","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","16.2",""
"2012","Hungary","Pupils at ISCED level 0 (1 000)","341.2",""
"2012","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","18.3",""
"2012","Hungary","Pupils at ISCED level 1 (1 000)","385.1",""
"2012","Malta","Pupils and students (ISCED levels 1-6) (1 000)","70.0",""
"2012","Malta","Pupils at ISCED level 0 - as % of all pupils and students","11.5",""
"2012","Malta","Pupils at ISCED level 0 (1 000)","9.1",""
"2012","Malta","Pupils at ISCED level 1 - as % of all pupils and students","29.8",""
"2012","Malta","Pupils at ISCED level 1 (1 000)","23.6",""
"2012","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,698.1",""
"2012","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","12.4",""
"2012","Netherlands","Pupils at ISCED level 0 (1 000)","522.0",""
"2012","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","30.3",""
"2012","Netherlands","Pupils at ISCED level 1 (1 000)","1,277.2",""
"2012","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,484.2",""
"2012","Austria","Pupils at ISCED level 0 - as % of all pupils and students","14.2",""
"2012","Austria","Pupils at ISCED level 0 (1 000)","245.5",""
"2012","Austria","Pupils at ISCED level 1 - as % of all pupils and students","18.9",""
"2012","Austria","Pupils at ISCED level 1 (1 000)","327.0",""
"2012","Poland","Pupils and students (ISCED levels 1-6) (1 000)","7,409.7",""
"2012","Poland","Pupils at ISCED level 0 - as % of all pupils and students","13.5",""
"2012","Poland","Pupils at ISCED level 0 (1 000)","1,160.5",""
"2012","Poland","Pupils at ISCED level 1 - as % of all pupils and students","25.5",""
"2012","Poland","Pupils at ISCED level 1 (1 000)","2,187.4",""
"2012","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","1,969.2",""
"2012","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","12.2",""
"2012","Portugal","Pupils at ISCED level 0 (1 000)","272.5",""
"2012","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","32.1",""
"2012","Portugal","Pupils at ISCED level 1 (1 000)","720.1",""
"2012","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,315.4",""
"2012","Romania","Pupils at ISCED level 0 - as % of all pupils and students","16.9",""
"2012","Romania","Pupils at ISCED level 0 (1 000)","673.6",""
"2012","Romania","Pupils at ISCED level 1 - as % of all pupils and students","20.3",""
"2012","Romania","Pupils at ISCED level 1 (1 000)","810.1",""
"2012","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","362.3",""
"2012","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","13.5",""
"2012","Slovenia","Pupils at ISCED level 0 (1 000)","56.4",""
"2012","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","25.8",""
"2012","Slovenia","Pupils at ISCED level 1 (1 000)","108.1",""
"2012","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","954.1",""
"2012","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","13.5",""
"2012","Slovakia","Pupils at ISCED level 0 (1 000)","149.1",""
"2012","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","19.0",""
"2012","Slovakia","Pupils at ISCED level 1 (1 000)","209.3",""
"2012","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,228.8",""
"2012","Finland","Pupils at ISCED level 0 - as % of all pupils and students","11.9",""
"2012","Finland","Pupils at ISCED level 0 (1 000)","165.8",""
"2012","Finland","Pupils at ISCED level 1 - as % of all pupils and students","24.9",""
"2012","Finland","Pupils at ISCED level 1 (1 000)","347.2",""
"2012","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,061.5",""
"2012","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","16.9",""
"2012","Sweden","Pupils at ISCED level 0 (1 000)","419.2",""
"2012","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","28.7",""
"2012","Sweden","Pupils at ISCED level 1 (1 000)","713.0",""
"2012","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","13,093.6",""
"2012","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","8.9",""
"2012","United Kingdom","Pupils at ISCED level 0 (1 000)","1,281.7",""
"2012","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","31.5",""
